name,link,min_salary,max_salary,currency
Разработчик Python,https://lipetsk.hh.ru/vacancy/83353712?from=vacancy_search_list&query=python,None,None,None
Разработчик Python,https://lipetsk.hh.ru/vacancy/83338638?from=vacancy_search_list&query=python,None,None,None
Специалист по автоматизированному тестированию\SDET (Python),https://lipetsk.hh.ru/vacancy/83243698?from=vacancy_search_list&query=python,None,None,None
Python разработчик,https://lipetsk.hh.ru/vacancy/79793253?from=vacancy_search_list&query=python,None,None,None
Python-разработчик,https://lipetsk.hh.ru/vacancy/83348203?from=vacancy_search_list&query=python,None,None,None
Эксперт Python,https://lipetsk.hh.ru/vacancy/82283039?from=vacancy_search_list&query=python,None,None,None
"Преподаватель курсов направления Python ""Программирование на языке Python для школьников""",https://lipetsk.hh.ru/vacancy/83296594?from=vacancy_search_list&query=python,None,None,None
Python разработчик (Middle),https://lipetsk.hh.ru/vacancy/77731485?from=vacancy_search_list&query=python,None,None,None
Python разработчик (Middle),https://lipetsk.hh.ru/vacancy/77731487?from=vacancy_search_list&query=python,None,None,None
Python Developer,https://lipetsk.hh.ru/vacancy/83265813?from=vacancy_search_list&query=python,90000,150000,₽
Python разработчик,https://lipetsk.hh.ru/vacancy/83413435?from=vacancy_search_list&query=python,None,None,None
Python разработчик (Middle),https://lipetsk.hh.ru/vacancy/77731486?from=vacancy_search_list&query=python,None,None,None
Python-разработчик,https://lipetsk.hh.ru/vacancy/81880879?from=vacancy_search_list&query=python,None,None,None
Python разработчик,https://lipetsk.hh.ru/vacancy/76908070?from=vacancy_search_list&query=python,None,None,None
Разработчик Python,https://lipetsk.hh.ru/vacancy/81241313?from=vacancy_search_list&query=python,None,None,None
Python Developer,https://lipetsk.hh.ru/vacancy/83284841?from=vacancy_search_list&query=python,None,None,None
Python Developer,https://lipetsk.hh.ru/vacancy/83213618?from=vacancy_search_list&query=python,None,None,None
Разработчик Python,https://lipetsk.hh.ru/vacancy/83226584?from=vacancy_search_list&query=python,None,None,None
Backend-разработчик (middle),https://lipetsk.hh.ru/vacancy/83064241?from=vacancy_search_list&query=python,150000,180000,₽
Разработчик Python (middle+senior),https://lipetsk.hh.ru/vacancy/82284561?from=vacancy_search_list&query=python,None,None,None
Python-разработчик (Совкомбанк Технологии),https://lipetsk.hh.ru/vacancy/77944476?from=vacancy_search_list&query=python,None,None,None
Python-разработчик,https://lipetsk.hh.ru/vacancy/81859172?from=vacancy_search_list&query=python,None,None,None
Разработчик Python,https://lipetsk.hh.ru/vacancy/83152170?from=vacancy_search_list&query=python,None,None,None
Python Developer,https://lipetsk.hh.ru/vacancy/76498335?from=vacancy_search_list&query=python,None,None,None
Разработчик Python,https://lipetsk.hh.ru/vacancy/83043168?from=vacancy_search_list&query=python,None,None,None
Разработчик Python,https://lipetsk.hh.ru/vacancy/82956097?from=vacancy_search_list&query=python,100000,None,₽
Программист Python,https://lipetsk.hh.ru/vacancy/82983936?from=vacancy_search_list&query=python,None,None,None
Python Developer middle+/senior,https://lipetsk.hh.ru/vacancy/82999670?from=vacancy_search_list&query=python,300000,None,₽
Python-разработчик (удаленно),https://lipetsk.hh.ru/vacancy/83157584?from=vacancy_search_list&query=python,None,None,None
Middle/Senior Python разработчик (Django),https://lipetsk.hh.ru/vacancy/82890046?from=vacancy_search_list&query=python,250000,None,₽
Разработчик Python,https://lipetsk.hh.ru/vacancy/80277099?from=vacancy_search_list&query=python,None,None,None
Python разработчик,https://lipetsk.hh.ru/vacancy/83064695?from=vacancy_search_list&query=python,None,None,None
Python Developer,https://lipetsk.hh.ru/vacancy/83122325?from=vacancy_search_list&query=python,None,None,None
Python Developer (middle),https://lipetsk.hh.ru/vacancy/82170330?from=vacancy_search_list&query=python,None,None,None
Middle/Senior Python Developer,https://lipetsk.hh.ru/vacancy/82883031?from=vacancy_search_list&query=python,270000,None,₽
Python Tech Lead,https://lipetsk.hh.ru/vacancy/82882937?from=vacancy_search_list&query=python,300000,None,₽
Middle Python Developer,https://lipetsk.hh.ru/vacancy/82986443?from=vacancy_search_list&query=python,200000,350000,₽
Junior Python-разработчик,https://lipetsk.hh.ru/vacancy/84024689?from=vacancy_search_list&query=python,None,None,None
Разработчик Python,https://lipetsk.hh.ru/vacancy/84061130?from=vacancy_search_list&query=python,200000,None,₽
"Разработчик Python (FastAPI, MySQL, Clickhouse) удаленно",https://lipetsk.hh.ru/vacancy/82826027?from=vacancy_search_list&query=python,180000,270000,₽
Python-разработчик,https://lipetsk.hh.ru/vacancy/70477269?from=vacancy_search_list&query=python,None,None,None
Backend-разработчик (Python),https://lipetsk.hh.ru/vacancy/84190497?from=vacancy_search_list&query=python,70000,None,₽
Python разработчик,https://lipetsk.hh.ru/vacancy/84138273?from=vacancy_search_list&query=python,None,None,None
Разработчик (Python),https://lipetsk.hh.ru/vacancy/83691129?from=vacancy_search_list&query=python,None,None,None
Программист Python,https://lipetsk.hh.ru/vacancy/84074908?from=vacancy_search_list&query=python,None,None,None
Программист Python,https://lipetsk.hh.ru/vacancy/83028791?from=vacancy_search_list&query=python,60000,120000,₽
Back-end разработчик (Python),https://lipetsk.hh.ru/vacancy/83996029?from=vacancy_search_list&query=python,None,None,None
Python разработчик (Django),https://lipetsk.hh.ru/vacancy/83966648?from=vacancy_search_list&query=python,50000,90000,₽
Python-разработчик (команда VK Музыка),https://lipetsk.hh.ru/vacancy/83944753?from=vacancy_search_list&query=python,None,None,None
Разработчик Python,https://lipetsk.hh.ru/vacancy/82922513?from=vacancy_search_list&query=python,130000,None,₽
Программист Python,https://lipetsk.hh.ru/vacancy/83761018?from=vacancy_search_list&query=python,70000,None,₽
Junior Backend developer (Python),https://lipetsk.hh.ru/vacancy/83618124?from=vacancy_search_list&query=python,None,None,None
Python разработчик,https://lipetsk.hh.ru/vacancy/83735849?from=vacancy_search_list&query=python,None,None,None
Разработчик Python,https://lipetsk.hh.ru/vacancy/83703081?from=vacancy_search_list&query=python,None,None,None
Python программист (Наставник онлайн-курса по Python),https://lipetsk.hh.ru/vacancy/67864415?from=vacancy_search_list&query=python,80000,None,₽
Python-разработчик / Backend-разработчик,https://lipetsk.hh.ru/vacancy/82878651?from=vacancy_search_list&query=python,None,None,None
Backend Engineer,https://lipetsk.hh.ru/vacancy/83352670?from=vacancy_search_list&query=python,6000,None,$
Python Developer,https://lipetsk.hh.ru/vacancy/82859940?from=vacancy_search_list&query=python,None,None,None
Python developer (middle/middle+),https://lipetsk.hh.ru/vacancy/83948387?from=vacancy_search_list&query=python,None,None,None
Инженер-программист / Бэкенд-разработчик на Python,https://lipetsk.hh.ru/vacancy/70975727?from=vacancy_search_list&query=python,50000,None,₽
"Аналитик поисковых алгоритмов (SaaS, AI продукт)",https://lipetsk.hh.ru/vacancy/83169692?from=vacancy_search_list&query=python,60000,100000,₽
Python developer,https://lipetsk.hh.ru/vacancy/82924582?from=vacancy_search_list&query=python,None,None,None
Разработчик нейронных сетей (Computer Vision Engineer),https://lipetsk.hh.ru/vacancy/82931984?from=vacancy_search_list&query=python,None,None,None
Python Developer (Middle+),https://lipetsk.hh.ru/vacancy/84316363?from=vacancy_search_list&query=python,None,None,None
TechLead Python,https://lipetsk.hh.ru/vacancy/78365947?from=vacancy_search_list&query=python,None,None,None
Senior Python Developer,https://lipetsk.hh.ru/vacancy/83044427?from=vacancy_search_list&query=python,None,None,None
Разработчик (backend Python) middle/senior,https://lipetsk.hh.ru/vacancy/83689198?from=vacancy_search_list&query=python,None,None,None
Middle Python developer,https://lipetsk.hh.ru/vacancy/81115699?from=vacancy_search_list&query=python,None,None,None
Backend (Python) разработчик (middle и выше),https://lipetsk.hh.ru/vacancy/84327149?from=vacancy_search_list&query=python,None,None,None
Middle+ Data Engineer (Python),https://lipetsk.hh.ru/vacancy/78407263?from=vacancy_search_list&query=python,None,None,None
QA Engineer (Python),https://lipetsk.hh.ru/vacancy/84195810?from=vacancy_search_list&query=python,2000,4000,€
Backend программист (Python/Django) - Senior developer,https://lipetsk.hh.ru/vacancy/83312122?from=vacancy_search_list&query=python,140000,180000,₽
Senior Python Developer,https://lipetsk.hh.ru/vacancy/80803272?from=vacancy_search_list&query=python,350000,None,₽
Data Engineer,https://lipetsk.hh.ru/vacancy/82854999?from=vacancy_search_list&query=python,220000,None,₽
Data Analyst (Marketing),https://lipetsk.hh.ru/vacancy/83224714?from=vacancy_search_list&query=python,None,None,None
Middle+ Python developer,https://lipetsk.hh.ru/vacancy/83283018?from=vacancy_search_list&query=python,None,None,None
"Тестировщик / QA Engineer (Junior / Middle) / Java, Python, Javascript",https://lipetsk.hh.ru/vacancy/81852947?from=vacancy_search_list&query=python,None,None,None
Backend Team Lead (Python),https://lipetsk.hh.ru/vacancy/81382011?from=vacancy_search_list&query=python,None,None,None
"Наставник курса ""Мидл python-разработчик"" в Яндекс Практикум",https://lipetsk.hh.ru/vacancy/83636716?from=vacancy_search_list&query=python,None,None,None
Backend Team Lead (Python),https://lipetsk.hh.ru/vacancy/81488939?from=vacancy_search_list&query=python,None,None,None
Python/PHP разработчик,https://lipetsk.hh.ru/vacancy/84267185?from=vacancy_search_list&query=python,100000,None,₽
Data Engineer (аналитик больших данных),https://lipetsk.hh.ru/vacancy/83401071?from=vacancy_search_list&query=python,None,None,None
Data Scientist (Middle\Middle+),https://lipetsk.hh.ru/vacancy/83073814?from=vacancy_search_list&query=python,None,None,None
Data Scientist (CoreML + RecSys),https://lipetsk.hh.ru/vacancy/82791945?from=vacancy_search_list&query=python,None,None,None
Middle Python developer,https://lipetsk.hh.ru/vacancy/84246908?from=vacancy_search_list&query=python,None,None,None
Game Developer (Python/C++),https://lipetsk.hh.ru/vacancy/84122852?from=vacancy_search_list&query=python,None,None,None
Data Engineer,https://lipetsk.hh.ru/vacancy/81823582?from=vacancy_search_list&query=python,None,None,None
Data engineer / дата инженер,https://lipetsk.hh.ru/vacancy/84311296?from=vacancy_search_list&query=python,None,None,None
"Backend-разработчик (Django, OpenCart)",https://lipetsk.hh.ru/vacancy/83730806?from=vacancy_search_list&query=python,None,None,None
Аналитик данных / Data analyst,https://lipetsk.hh.ru/vacancy/80480784?from=vacancy_search_list&query=python,None,None,None
TechLead Python/Go,https://lipetsk.hh.ru/vacancy/84209357?from=vacancy_search_list&query=python,2000,2500,$
Data Scientist,https://lipetsk.hh.ru/vacancy/83709331?from=vacancy_search_list&query=python,None,None,None
"Код-ревьюер курса ""Мидл python-разработчик"" в Яндекс Практикум",https://lipetsk.hh.ru/vacancy/83636747?from=vacancy_search_list&query=python,None,None,None
Аналитик-стажер,https://lipetsk.hh.ru/vacancy/84026221?from=vacancy_search_list&query=python,None,None,None
TechLead Python/Go,https://lipetsk.hh.ru/vacancy/84209358?from=vacancy_search_list&query=python,2000,2500,$
Преподаватель учебного курса SysAdmin/DevOps,https://lipetsk.hh.ru/vacancy/83752977?from=vacancy_search_list&query=python,None,None,None
Специалист-математик (data science),https://lipetsk.hh.ru/vacancy/83273958?from=vacancy_search_list&query=python,60000,100000,₽
"QA Automation Engineer (сетевое оборудование, СВЧ, Python)",https://lipetsk.hh.ru/vacancy/82783708?from=vacancy_search_list&query=python,180000,None,₽
Геймдизайнер-аналитик на мобильную RTS,https://lipetsk.hh.ru/vacancy/84203149?from=vacancy_search_list&query=python,None,None,None
Data scientist,https://lipetsk.hh.ru/vacancy/83209990?from=vacancy_search_list&query=python,None,None,None
Ведущий инженер-программист / Бэкенд-разработчик на Python,https://lipetsk.hh.ru/vacancy/78867779?from=vacancy_search_list&query=python,90000,None,₽
Data инженер,https://lipetsk.hh.ru/vacancy/83746382?from=vacancy_search_list&query=python,350000,None,₽
Data аналитик / Big data,https://lipetsk.hh.ru/vacancy/83356212?from=vacancy_search_list&query=python,80000,250000,₽
Инженер по автоматизированному тестированию/QA Automation Engineer (Python),https://lipetsk.hh.ru/vacancy/78727424?from=vacancy_search_list&query=python,None,None,None
MLOps/ML engineer (Middle+),https://lipetsk.hh.ru/vacancy/81489493?from=vacancy_search_list&query=python,200000,280000,₽
Data Scientist,https://lipetsk.hh.ru/vacancy/84247779?from=vacancy_search_list&query=python,None,None,None
Старший программист-разработчик (Python/Django) / Senior back-end developer,https://lipetsk.hh.ru/vacancy/80002041?from=vacancy_search_list&query=python,200000,300000,₽
Lead AI Data Scientist,https://lipetsk.hh.ru/vacancy/84163197?from=vacancy_search_list&query=python,8000,None,$
Data Scientist (middle),https://lipetsk.hh.ru/vacancy/84327829?from=vacancy_search_list&query=python,None,None,None
Python Developer (автоматизация сетей передачи данных),https://lipetsk.hh.ru/vacancy/84258869?from=vacancy_search_list&query=python,None,None,None
Backend - разработчик (Middle or Middle+),https://lipetsk.hh.ru/vacancy/84305866?from=vacancy_search_list&query=python,None,None,None
Data Engineer,https://lipetsk.hh.ru/vacancy/83739942?from=vacancy_search_list&query=python,1000,2500,$
Fullstack Computer Vision Engineer (удаленно),https://lipetsk.hh.ru/vacancy/84057138?from=vacancy_search_list&query=python,150000,200000,₽
MLOps/ML engineer (Middle+),https://lipetsk.hh.ru/vacancy/81489494?from=vacancy_search_list&query=python,200000,280000,₽
ML-engineer / ML engineer,https://lipetsk.hh.ru/vacancy/83920230?from=vacancy_search_list&query=python,None,None,None
Программирующий математик (математическое моделирование).,https://lipetsk.hh.ru/vacancy/78198661?from=vacancy_search_list&query=python,None,None,None
AQA Engineer (Python) at 365Scores,https://lipetsk.hh.ru/vacancy/83352475?from=vacancy_search_list&query=python,None,None,None
TeamLead / руководитель команды разработки (Python),https://lipetsk.hh.ru/vacancy/84271785?from=vacancy_search_list&query=python,None,None,None
Senior OpenStack Python specialist,https://lipetsk.hh.ru/vacancy/84259264?from=vacancy_search_list&query=python,None,None,None
Data analyst,https://lipetsk.hh.ru/vacancy/82428329?from=vacancy_search_list&query=python,None,None,None
Middle/Senior Python Engineer,https://lipetsk.hh.ru/vacancy/83570495?from=vacancy_search_list&query=python,None,None,None
ML Разработчик NLP (MTS AI),https://lipetsk.hh.ru/vacancy/80651042?from=vacancy_search_list&query=python,None,None,None
Senior Python Developer,https://lipetsk.hh.ru/vacancy/81967651?from=vacancy_search_list&query=python,None,None,None
Тестировщик (Automation engineer Selenium),https://lipetsk.hh.ru/vacancy/83197841?from=vacancy_search_list&query=python,140000,None,₽
Senior OpenStack Python specialist,https://lipetsk.hh.ru/vacancy/84259110?from=vacancy_search_list&query=python,None,None,None
Data Analyst,https://lipetsk.hh.ru/vacancy/83156456?from=vacancy_search_list&query=python,None,None,None
Data Architect,https://lipetsk.hh.ru/vacancy/84249212?from=vacancy_search_list&query=python,1000,None,$
"Программист-разработчик (Воронеж, офис)",https://lipetsk.hh.ru/vacancy/83263782?from=vacancy_search_list&query=python,None,None,None
ML / NLP Engineer,https://lipetsk.hh.ru/vacancy/83353655?from=vacancy_search_list&query=python,None,None,None
Junior DevOps Engineer (Tatlin Flex),https://lipetsk.hh.ru/vacancy/84302953?from=vacancy_search_list&query=python,None,None,None
ML Engineer (Middle),https://lipetsk.hh.ru/vacancy/84248442?from=vacancy_search_list&query=python,None,None,None
Инженер-программист junior,https://lipetsk.hh.ru/vacancy/83800127?from=vacancy_search_list&query=python,110000,None,₽
Инженер-программист (Junior),https://lipetsk.hh.ru/vacancy/83019820?from=vacancy_search_list&query=python,75000,None,₽
Senior Python Developer,https://lipetsk.hh.ru/vacancy/81239359?from=vacancy_search_list&query=python,None,None,None
Преподаватель компьютерных курсов,https://lipetsk.hh.ru/vacancy/83560136?from=vacancy_search_list&query=python,35000,60000,₽
Аналитик данных,https://lipetsk.hh.ru/vacancy/84298770?from=vacancy_search_list&query=python,80000,None,₽
ML Developer NLP (речевая аналитика) MTS AI,https://lipetsk.hh.ru/vacancy/78034294?from=vacancy_search_list&query=python,None,None,None
Программист,https://lipetsk.hh.ru/vacancy/83542479?from=vacancy_search_list&query=python,250000,None,₽
Аналитик фида/Анти-фрод,https://lipetsk.hh.ru/vacancy/82982085?from=vacancy_search_list&query=python,60000,None,₽
Backend разработчик (Backend developer),https://lipetsk.hh.ru/vacancy/83993570?from=vacancy_search_list&query=python,70000,120000,₽
Senior / Middle+ QA Automation (python),https://lipetsk.hh.ru/vacancy/81754071?from=vacancy_search_list&query=python,None,None,None
Data Scientist Generative AI,https://lipetsk.hh.ru/vacancy/84086552?from=vacancy_search_list&query=python,None,None,None
Middle/Senior Python Developer,https://lipetsk.hh.ru/vacancy/82986913?from=vacancy_search_list&query=python,None,None,None
Ведущий Аналитик/Data scientis в консалтинг,https://lipetsk.hh.ru/vacancy/81644482?from=vacancy_search_list&query=python,90000,None,₽
Data Engineer,https://lipetsk.hh.ru/vacancy/83152339?from=vacancy_search_list&query=python,None,None,None
Инженер по автоматизации / DevOps инженер,https://lipetsk.hh.ru/vacancy/77087257?from=vacancy_search_list&query=python,70000,120000,₽
Преподаватель онлайн-курсов Python / Scratch / Геймдизайн для детей (групповые занятия),https://lipetsk.hh.ru/vacancy/78909743?from=vacancy_search_list&query=python,None,None,None
Преподаватель программирования для детей и подростков,https://lipetsk.hh.ru/vacancy/83350665?from=vacancy_search_list&query=python,200000,350000,₸
Data Analyst (senior),https://lipetsk.hh.ru/vacancy/80871654?from=vacancy_search_list&query=python,300000,None,₽
Веб-разработчик,https://lipetsk.hh.ru/vacancy/84085481?from=vacancy_search_list&query=python,150000,250000,₽
Инженер по автоматизации тестирования Python (MultiScanner),https://lipetsk.hh.ru/vacancy/84195733?from=vacancy_search_list&query=python,None,None,None
Data Engineer,https://lipetsk.hh.ru/vacancy/84276377?from=vacancy_search_list&query=python,None,None,None
"Педагог дополнительного образования ""Программирование на языке Python""",https://lipetsk.hh.ru/vacancy/84259849?from=vacancy_search_list&query=python,12000,35000,₽
Преподаватель программирования,https://lipetsk.hh.ru/vacancy/83911743?from=vacancy_search_list&query=python,25000,70000,₽
Ведущий разработчик Python (проект Цифровые двойники),https://lipetsk.hh.ru/vacancy/84040493?from=vacancy_search_list&query=python,None,None,None
DevOps-инженер,https://lipetsk.hh.ru/vacancy/82655140?from=vacancy_search_list&query=python,None,None,None
Data Scientist (middle/senior),https://lipetsk.hh.ru/vacancy/70163749?from=vacancy_search_list&query=python,450000,None,₽
Data Scientist (Predict),https://lipetsk.hh.ru/vacancy/84261146?from=vacancy_search_list&query=python,None,None,None
ETL Developer,https://lipetsk.hh.ru/vacancy/83961656?from=vacancy_search_list&query=python,None,None,None
Преподаватель онлайн-курсов Python / Scratch / Геймдизайн для детей (групповые занятия),https://lipetsk.hh.ru/vacancy/75800265?from=vacancy_search_list&query=python,None,None,None
Big Data Engineer,https://lipetsk.hh.ru/vacancy/83826388?from=vacancy_search_list&query=python,None,None,None
Devops Engineer,https://lipetsk.hh.ru/vacancy/77206724?from=vacancy_search_list&query=python,None,None,None
Преподаватель онлайн-курсов Python для детей (индивидуальные занятия),https://lipetsk.hh.ru/vacancy/84237991?from=vacancy_search_list&query=python,None,None,None
Преподаватель онлайн-курсов Python для детей (индивидуальные занятия),https://lipetsk.hh.ru/vacancy/84237992?from=vacancy_search_list&query=python,None,None,None
Преподаватель онлайн-курсов Python для детей (индивидуальные занятия),https://lipetsk.hh.ru/vacancy/84237996?from=vacancy_search_list&query=python,None,None,None
Senior Go / Python developer (инфраструктурная команда),https://lipetsk.hh.ru/vacancy/83613401?from=vacancy_search_list&query=python,None,None,None
Datascience Аналитик,https://lipetsk.hh.ru/vacancy/81724524?from=vacancy_search_list&query=python,None,None,None
Middle Data Scientist,https://lipetsk.hh.ru/vacancy/82761857?from=vacancy_search_list&query=python,None,None,None
Data engineer,https://lipetsk.hh.ru/vacancy/84103593?from=vacancy_search_list&query=python,None,None,None
DevOps инженер,https://lipetsk.hh.ru/vacancy/83413573?from=vacancy_search_list&query=python,250000,None,₽
Product Analyst,https://lipetsk.hh.ru/vacancy/79950921?from=vacancy_search_list&query=python,None,None,None
DevOps инженер,https://lipetsk.hh.ru/vacancy/75860545?from=vacancy_search_list&query=python,None,None,None
Middle/Senior Data Scientist Pricing,https://lipetsk.hh.ru/vacancy/83362318?from=vacancy_search_list&query=python,None,None,None
Data Scientist в команду поиска и рекомендаций,https://lipetsk.hh.ru/vacancy/84262396?from=vacancy_search_list&query=python,None,None,None
Data Scientist,https://lipetsk.hh.ru/vacancy/79720387?from=vacancy_search_list&query=python,None,None,None
Преподаватель в школу программирования Алгоритмика,https://lipetsk.hh.ru/vacancy/83923371?from=vacancy_search_list&query=python,None,None,None
"Data Engineer, Качество поиска",https://lipetsk.hh.ru/vacancy/84048817?from=vacancy_search_list&query=python,None,None,None
Data Engineer,https://lipetsk.hh.ru/vacancy/72312345?from=vacancy_search_list&query=python,400000,None,₽
Data Engineer (Платформа данных),https://lipetsk.hh.ru/vacancy/84267257?from=vacancy_search_list&query=python,None,None,None
Спикер онлайн курсов по программированию,https://lipetsk.hh.ru/vacancy/80234315?from=vacancy_search_list&query=python,30000,150000,₽
SRE/DevOps Engineer (Highload),https://lipetsk.hh.ru/vacancy/84267864?from=vacancy_search_list&query=python,200000,600000,₽
Application Security инженер (практика SAST),https://lipetsk.hh.ru/vacancy/83432593?from=vacancy_search_list&query=python,None,None,None
Инженер DevOPS,https://lipetsk.hh.ru/vacancy/83083094?from=vacancy_search_list&query=python,None,None,None
Backend Developer,https://lipetsk.hh.ru/vacancy/82075672?from=vacancy_search_list&query=python,80000,120000,₽
Game Analyst (Product Analyst),https://lipetsk.hh.ru/vacancy/84056253?from=vacancy_search_list&query=python,None,None,None
Junior Build Engineer,https://lipetsk.hh.ru/vacancy/79058878?from=vacancy_search_list&query=python,None,None,None
Team Lead Python,https://lipetsk.hh.ru/vacancy/83208896?from=vacancy_search_list&query=python,None,None,None
Data Engineer - Market Data,https://lipetsk.hh.ru/vacancy/84286814?from=vacancy_search_list&query=python,4000,None,€
Machine Learning Engineer,https://lipetsk.hh.ru/vacancy/83579880?from=vacancy_search_list&query=python,None,None,None
Senior Data Analyst,https://lipetsk.hh.ru/vacancy/82634753?from=vacancy_search_list&query=python,None,None,None
Data analyst / Data Scientist,https://lipetsk.hh.ru/vacancy/84294782?from=vacancy_search_list&query=python,None,None,None
Data Scientist,https://lipetsk.hh.ru/vacancy/83611254?from=vacancy_search_list&query=python,300000,350000,₽
Backend Developer,https://lipetsk.hh.ru/vacancy/82075673?from=vacancy_search_list&query=python,80000,120000,₽
Senior Python Backend Developer (to Cyprus),https://lipetsk.hh.ru/vacancy/80255405?from=vacancy_search_list&query=python,None,None,None
Преподаватель по IT в школу программирования Алгоритмика,https://lipetsk.hh.ru/vacancy/84325249?from=vacancy_search_list&query=python,None,None,None
DevOps инженер,https://lipetsk.hh.ru/vacancy/83565773?from=vacancy_search_list&query=python,None,None,None
Инженер-программист С/С++,https://lipetsk.hh.ru/vacancy/83197368?from=vacancy_search_list&query=python,None,None,None
